0137.HK,1000
0138.HK,2000
0139.HK,14000
0141.HK,2000
0142.HK,2000
0143.HK,2000
0144.HK,2000
0145.HK,8000
0146.HK,1000
0147.HK,5000
0148.HK,500
0149.HK,5000
0151.HK,1000
0152.HK,500
0153.HK,2000
0154.HK,1000
0155.HK,10000
0156.HK,10000
0157.HK,10000
0158.HK,500
0159.HK,4000
0160.HK,2000
0161.HK,2000
0162.HK,2000
0163.HK,2000
0164.HK,25000
0165.HK,2000
0166.HK,2000
0167.HK,2000
0168.HK,2000
0169.HK,1000
0171.HK,2000
0172.HK,10000
0173.HK,1000
0174.HK,2000
0175.HK,1000
0176.HK,2000
0177.HK,2000
0178.HK,2000
0179.HK,500
0180.HK,2000
0181.HK,20000
0182.HK,10000
0183.HK,8000
0184.HK,2000
0185.HK,10000
0186.HK,30000
0187.HK,2000
0188.HK,10000
0189.HK,1000
0190.HK,1000
0191.HK,1000
0193.HK,15000
0194.HK,2000
0195.HK,10000
0196.HK,1000
0197.HK,5000
0198.HK,4000
0199.HK,1000
0200.HK,1000
0201.HK,2000
0202.HK,5000
0205.HK,20000
0206.HK,1000
0207.HK,2000
0208.HK,5000
0209.HK,4000
0210.HK,2000
0211.HK,10000
0212.HK,500
0213.HK,2000
0214.HK,2000
0215.HK,2000
0216.HK,4000
0217.HK,2000
0218.HK,5000
0219.HK,2000
0220.HK,1000
0221.HK,10000
0222.HK,2000
0223.HK,2000
0224.HK,4000
0225.HK,2000
0226.HK,1000
0227.HK,8000
0228.HK,2000
0229.HK,1000
0230.HK,2000
0231.HK,20000
0232.HK,2000
0233.HK,10000
0234.HK,8000
0235.HK,5000
0236.HK,2000
0237.HK,2000
0238.HK,1000
0239.HK,2500
0240.HK,10000
0241.HK,2000
0242.HK,2000
0243.HK,9000
0244.HK,1000
0245.HK,10000
0246.HK,500
0247.HK,2000
0248.HK,4000
0250.HK,10000
0251.HK,2000
0252.HK,2000
0253.HK,2000
0254.HK,10000
0255.HK,2000
0256.HK,2000
0257.HK,1000
0258.HK,2000
0259.HK,2000
0260.HK,10000
0261.HK,80000
0262.HK,5000
0263.HK,4000
0264.HK,4000
0265.HK,10000
0266.HK,2000
0267.HK,1000
0268.HK,2000
0269.HK,5000
0270.HK,2000
0271.HK,1000
0272.HK,500
0273.HK,20000
0274.HK,40000
0275.HK,10000
0276.HK,3000
0277.HK,2000
0278.HK,2000
0279.HK,20000
0280.HK,2000
0281.HK,2000
0282.HK,2000
0285.HK,500
0286.HK,2000
0287.HK,2000
0288.HK,500
0289.HK,1000
0290.HK,2000
0291.HK,2000
0292.HK,10000
0293.HK,1000
0294.HK,1000
0295.HK,25000
0296.HK,5000
0297.HK,2000
0298.HK,10000
0299.HK,10000
0300.HK,2000
0303.HK,100
0305.HK,10000
0306.HK,2000
0307.HK,2000
0308.HK,2000
0309.HK,1000
0311.HK,1000
0312.HK,2000
0313.HK,50000
0315.HK,500
0316.HK,500
0317.HK,2000
0318.HK,5000
0319.HK,2000
0320.HK,2000
0321.HK,2000
0322.HK,2000
0323.HK,2000
0326.HK,10000
0327.HK,1000
0328.HK,2000
0329.HK,4000
0330.HK,100
0331.HK,1000
0332.HK,4000
0333.HK,2000
0334.HK,8000
0335.HK,2000
0336.HK,1000
0337.HK,1000
0338.HK,2000
0340.HK,2000
0341.HK,2000
0342.HK,2000
0343.HK,5000
0345.HK,2000
0346.HK,10000
0347.HK,2000
0348.HK,2000
0351.HK,10000
0352.HK,2000
0353.HK,20000
0354.HK,2000
0355.HK,4000
0357.HK,1000
0358.HK,1000
0359.HK,4000
0360.HK,4000
0361.HK,20000
0362.HK,10000
0363.HK,1000
0364.HK,4000
0365.HK,2000
0366.HK,2000
0367.HK,4000
0368.HK,500
0369.HK,2000
0370.HK,20000
0371.HK,2000
0372.HK,2000
0373.HK,2000
0374.HK,2000
0375.HK,1000
0376.HK,2000
0377.HK,4000
0378.HK,2000
0379.HK,10000
0380.HK,4000
0381.HK,10000
0382.HK,2000
0383.HK,10000
0384.HK,2000
0385.HK,2000
0386.HK,2000
0387.HK,4000
0388.HK,100
0389.HK,2000
0390.HK,1000
0391.HK,20000
0392.HK,500
0393.HK,4000
0395.HK,8000
0396.HK,2000
0397.HK,10000
0398.HK,2000
0399.HK,5000
0400.HK,1000
0401.HK,5000
0402.HK,20000
0403.HK,2000
0404.HK,2000
0406.HK,2000
0408.HK,2000
0410.HK,500
0411.HK,1000
0412.HK,6000
0413.HK,8000
0416.HK,1000
0417.HK,2000
0418.HK,2000
0419.HK,10000
0420.HK,2000
0422.HK,1000
0423.HK,2000
0425.HK,2000
0426.HK,2000
0430.HK,2000
0431.HK,4000
0432.HK,1000
0433.HK,10000
0434.HK,1000
0436.HK,20000
0438.HK,2000
0439.HK,1000
0440.HK,400
0442.HK,1000
0444.HK,10000
0445.HK,5000
0449.HK,2000
0450.HK,2000
0451.HK,2000
0455.HK,2000
0456.HK,20000
0458.HK,1000
0459.HK,10000
0460.HK,1000
0462.HK,4000
0464.HK,4000
0465.HK,2000
0467.HK,2000
0468.HK,1000
0469.HK,4000
0471.HK,4000
0472.HK,10000
0474.HK,6000
0475.HK,2000
0476.HK,10000
0479.HK,20000
0480.HK,800
0482.HK,2000
0483.HK,2000
0484.HK,100
0485.HK,20000
0486.HK,1000
0487.HK,4000
0488.HK,300
0489.HK,2000
0491.HK,20000
0493.HK,1000
0494.HK,2000
0495.HK,5000
0496.HK,1000
0497.HK,10000
0498.HK,2000
0499.HK,2000
0500.HK,1000
0503.HK,1000
0505.HK,1000
0506.HK,2000
0508.HK,5000
0509.HK,5000
0510.HK,6000
0511.HK,100
0512.HK,4000
0513.HK,10000
0515.HK,2000
0517.HK,2000
0518.HK,2000
0519.HK,5000
0520.HK,500
0521.HK,10000
0522.HK,100
0524.HK,10000
0525.HK,2000
0526.HK,2000
0527.HK,4000
0528.HK,2000
0529.HK,2000
0530.HK,2000
0531.HK,1000
0532.HK,2000
0533.HK,1000
0535.HK,2000
0536.HK,2000
0538.HK,1000
0539.HK,2000
0540.HK,4000
0542.HK,8000
0543.HK,1000
0544.HK,20000
0546.HK,1000
0547.HK,10000
0548.HK,2000
0550.HK,2000
0551.HK,500
0552.HK,2000
0553.HK,2000
0554.HK,2000
0555.HK,25000
0556.HK,2000
0557.HK,2000
0558.HK,2500
0559.HK,10000
0560.HK,2000
0563.HK,2000
0564.HK,200
0565.HK,5000
0566.HK,2000
0567.HK,2000
0568.HK,400
0569.HK,1000
0570.HK,2000
0571.HK,2000
0572.HK,4000
0573.HK,1000
0574.HK,2000
0575.HK,10000
0576.HK,2000
0577.HK,500
0578.HK,10000
0579.HK,2000
0580.HK,2000
0581.HK,2000
0582.HK,60000
0583.HK,2000
0585.HK,8000
0586.HK,500
0587.HK,4000
0588.HK,2000
0589.HK,500
0590.HK,1000
0591.HK,1000
0592.HK,2000
0593.HK,500
0595.HK,2000
0596.HK,2000
0598.HK,1000
0599.HK,4000
0600.HK,2000
0601.HK,10000
0602.HK,2500
0603.HK,20000
0604.HK,2000
0605.HK,2000
0606.HK,1000
0607.HK,2500
0608.HK,2000
0609.HK,4000
0610.HK,2000
0611.HK,2000
0613.HK,2000
0616.HK,5000
0617.HK,2000
0618.HK,2000
0619.HK,50000
0620.HK,2000
0621.HK,10000
0622.HK,3000
0623.HK,1000
0626.HK,2000
0627.HK,20000
0628.HK,2000
0629.HK,1000
0630.HK,10000
0631.HK,1000
0632.HK,1000
0633.HK,2000
0635.HK,2000
0636.HK,500
0637.HK,2000
0638.HK,2000
0639.HK,2000
0640.HK,4000
0641.HK,2000
0643.HK,10000
0645.HK,2000
0646.HK,8000
0647.HK,2000
0648.HK,2500
0650.HK,2000
0651.HK,5000
0653.HK,2000
0655.HK,2000
0656.HK,500
0657.HK,2000
0658.HK,1000
0659.HK,1000
0660.HK,10000
0661.HK,2000
0662.HK,2000
0663.HK,1000
0665.HK,1000
0668.HK,2000
0669.HK,500
0670.HK,2000
0672.HK,1000
0673.HK,3000
0674.HK,4000
0675.HK,2000
0676.HK,2000
0677.HK,2000
0678.HK,1000
0679.HK,10000
0680.HK,50000
0681.HK,2000
0682.HK,2000
0683.HK,500
0684.HK,2000
0685.HK,1000
0686.HK,2000
0687.HK,2000
0688.HK,2000
0689.HK,15000
0690.HK,20000
0691.HK,1000
0692.HK,5000
0693.HK,3000
0694.HK,2000
0695.HK,2000
0696.HK,1000
0697.HK,2000
0698.HK,10000
0699.HK,1000
0700.HK,100
0701.HK,2000
0702.HK,5000
0703.HK,6000
0704.HK,10000
0705.HK,12000
0706.HK,10000
0707.HK,2000
0708.HK,5000
0709.HK,2000
0710.HK,1000
0711.HK,2000
0712.HK,2000
0713.HK,2000
0715.HK,2000
0716.HK,2000
0717.HK,6000
0718.HK,5000
0719.HK,2000
0720.HK,25000
0722.HK,2000
0723.HK,60000
0724.HK,10000
0725.HK,2000
0726.HK,20000
0727.HK,2000
0728.HK,2000
0729.HK,5000
0730.HK,1000
0731.HK,2000
0732.HK,2000
0733.HK,2000
0735.HK,500
0736.HK,3000
0737.HK,500
0738.HK,2000
0743.HK,500
0745.HK,10000
0746.HK,2000
0747.HK,2000
0750.HK,1000
0751.HK,2000
0752.HK,2000
0753.HK,2000
0754.HK,2000
0755.HK,5000
0756.HK,4000
0757.HK,1000
0758.HK,2000
0759.HK,2000
0760.HK,15000
0761.HK,2000
0762.HK,2000
0763.HK,200
0764.HK,10000
0765.HK,2000
0766.HK,5000
0767.HK,40000
0769.HK,2000
0771.HK,2000
0775.HK,2000
0776.HK,1000
0777.HK,500
0787.HK,2000
0789.HK,20000
0794.HK,2000
0798.HK,4000
0799.HK,1000
0800.HK,2000
0801.HK,4000
0802.HK,10000
0803.HK,20000
0804.HK,5000
0805.HK,100
0806.HK,1000
0809.HK,2000
0811.HK,1000
0812.HK,2000
0813.HK,500
0814.HK,1000
0815.HK,2000
0816.HK,2000
0817.HK,2000
0818.HK,3000
0819.HK,2000
0821.HK,4000
0822.HK,2000
0823.HK,100
0825.HK,1000
0826.HK,2000
0827.HK,4000
0828.HK,2000
0829.HK,2000
0830.HK,2000
0831.HK,2000
0832.HK,1000
0833.HK,1000
0834.HK,4000
0835.HK,10000
0836.HK,2000
0837.HK,2000
0838.HK,2000
0840.HK,2000
0841.HK,2000
0842.HK,1000
0844.HK,4000
0845.HK,1000
0846.HK,1000
0847.HK,30
0848.HK,1000
0850.HK,4000
0851.HK,10000
0852.HK,2000
0853.HK,1000
0854.HK,1000
0855.HK,2000
0856.HK,2000
0857.HK,2000
0858.HK,10000
0859.HK,2000
0860.HK,12000
0861.HK,1000
0862.HK,20000
0863.HK,2000
0864.HK,4000
0865.HK,4000
0866.HK,2000
0867.HK,1000
0868.HK,2000
0869.HK,4000
0871.HK,1000
0872.HK,2000
0873.HK,2000
0874.HK,2000
0875.HK,20000
0876.HK,10000
0877.HK,1000
0878.HK,500
0880.HK,1000
0881.HK,500
0882.HK,2000
0883.HK,1000
0884.HK,2000
0885.HK,10000
0886.HK,3000
0887.HK,10000
0888.HK,2000
0889.HK,2000
0891.HK,2000
0893.HK,1000
0894.HK,2000
0895.HK,200
0896.HK,2000
0897.HK,5000
0898.HK,2000
0899.HK,10000
0900.HK,2000
0902.HK,2000
0903.HK,2000
0904.HK,4000
0906.HK,1000
0907.HK,2000
0908.HK,2000
0909.HK,2000
0910.HK,12000
0911.HK,10000
0912.HK,2000
0914.HK,500
0915.HK,1000
0916.HK,1000
0918.HK,2000
0919.HK,4000
0921.HK,1000
0922.HK,20000
0923.HK,2000
0925.HK,2000
0926.HK,1000
0927.HK,2000
0928.HK,20000
0929.HK,5000
0931.HK,2000
0932.HK,4000
0933.HK,1000
0934.HK,2000
0935.HK,2000
0936.HK,10000
0938.HK,2000
0939.HK,1000
0940.HK,1000
0941.HK,500
0943.HK,8000
0945.HK,100
0947.HK,1000
0948.HK,2000
0950.HK,500
0951.HK,1000
0952.HK,10000
0953.HK,2000
0954.HK,4000
0956.HK,1000
0958.HK,2000
0959.HK,2000
0960.HK,500
0963.HK,2500
0966.HK,200
0967.HK,1000
0968.HK,2000
0969.HK,2000
0970.HK,8000
0973.HK,250
0974.HK,1000
0975.HK,500
0976.HK,2000
0978.HK,2000
0979.HK,2000
0980.HK,1000
0981.HK,500
0982.HK,20000
0983.HK,2000
0984.HK,500
0985.HK,8000
0986.HK,2000
0987.HK,2000
0988.HK,3000
0989.HK,5000
0990.HK,10000
0991.HK,2000
0992.HK,2000
0993.HK,1000
0994.HK,4000
0995.HK,2000
0996.HK,10000
0997.HK,5000
0998.HK,1000
0999.HK,2000
1000.HK,500
1001.HK,2000
1002.HK,4000
1003.HK,10000
1004.HK,2000
1005.HK,2000
1006.HK,1000
1007.HK,1000
1008.HK,2000
1009.HK,2000
1010.HK,2000
1011.HK,500
1013.HK,2000
1019.HK,6000
1020.HK,4000
1021.HK,1000
1022.HK,1500
1023.HK,1000
1026.HK,10000
1027.HK,10000
1028.HK,1000
1029.HK,2000
1030.HK,2000
1031.HK,2000
1033.HK,2000
1035.HK,1500
1036.HK,1000
1037.HK,2000
1038.HK,500
1039.HK,1000
1041.HK,10000
1043.HK,2000
1044.HK,500
1045.HK,500
1046.HK,5000
1047.HK,2000
1048.HK,1000
1049.HK,6000
1050.HK,2000
1051.HK,3000
1052.HK,2000
1053.HK,2000
1055.HK,2000
1057.HK,2000
1058.HK,2000
1059.HK,3000
1060.HK,10000
1061.HK,1000
1063.HK,10000
1064.HK,5000
1065.HK,2000
1066.HK,4000
1068.HK,1000
1069.HK,20000
1070.HK,1000
1071.HK,2000
1072.HK,200
1073.HK,2000
1075.HK,6000
1076.HK,20000
1079.HK,2000
1080.HK,1500
1082.HK,8000
1083.HK,1000
1085.HK,2000
1086.HK,1000
1087.HK,1000
1088.HK,500
1089.HK,5000
1090.HK,2000
1091.HK,1000
1093.HK,2000
1094.HK,8000
1096.HK,2000
1097.HK,10000
1098.HK,1000
1099.HK,400
1100.HK,2000
1101.HK,2000
1102.HK,2000
1103.HK,8000
1104.HK,20000
1105.HK,2000
1106.HK,20000
1107.HK,2000
1108.HK,2000
1109.HK,2000
1110.HK,4000
1111.HK,1000
1112.HK,500
1113.HK,500
1114.HK,2000
1115.HK,1000
1116.HK,4000
1117.HK,1000
1118.HK,10000
1120.HK,2000
1121.HK,2000
1122.HK,2000
1123.HK,2000
1124.HK,2000
1125.HK,400
1126.HK,2000
1127.HK,4000
1128.HK,400
1129.HK,4000
1130.HK,4000
1131.HK,5000
1132.HK,5000
1133.HK,2000
1135.HK,500
1136.HK,2000
1137.HK,1000
1138.HK,2000
1139.HK,16000
1141.HK,10000
1142.HK,10000
1143.HK,4000
1145.HK,1000
1146.HK,2000
1148.HK,1000
1149.HK,4000
1150.HK,2000
1151.HK,500
1152.HK,2000
1155.HK,1000
1157.HK,200
1159.HK,500
1161.HK,2000
1163.HK,10000
1164.HK,5000
1165.HK,2000
1166.HK,20000
1168.HK,2000
1169.HK,1000
1170.HK,2000
1171.HK,2000
1172.HK,20000
1173.HK,20000
1174.HK,2000
1175.HK,10000
1176.HK,2000
1177.HK,1000
1178.HK,10000
1180.HK,4000
1181.HK,2000
1182.HK,10000
1184.HK,2000
1185.HK,2000
1186.HK,500
1187.HK,2000
1188.HK,2000
1189.HK,10000
1190.HK,2000
1191.HK,20000
1192.HK,20000
1193.HK,2000
1194.HK,2000
1195.HK,4000
1196.HK,2000
1197.HK,2000
1198.HK,2000
1199.HK,2000
1200.HK,2000
1201.HK,3000
1202.HK,2000
1203.HK,2000
1205.HK,2000
1206.HK,2000
1207.HK,2000
1208.HK,4000
1210.HK,2000
1211.HK,500
1212.HK,500
1213.HK,2000
1215.HK,20000
1216.HK,1000
1218.HK,1000
1219.HK,1000
1220.HK,30000
1221.HK,2000
1222.HK,20000
1223.HK,10000
1224.HK,1000
1225.HK,20000
1228.HK,5000
1229.HK,2000
1230.HK,1000
1231.HK,2000
1232.HK,2000
1233.HK,1000
1234.HK,1000
1235.HK,5000
1236.HK,2000
1237.HK,10000
1238.HK,1000
1239.HK,20000
1240.HK,2500
1241.HK,2000
1243.HK,4000
1245.HK,2000
1246.HK,20000
1247.HK,2000
1249.HK,1000
1250.HK,20000
1251.HK,2000
1252.HK,1000
1253.HK,4000
1255.HK,2000
1257.HK,1000
1258.HK,1000
1259.HK,1000
1260.HK,2000
1262.HK,1000
1263.HK,2000
1265.HK,10000
1266.HK,1000
1268.HK,2000
1269.HK,2000
1270.HK,500
1271.HK,1000
1272.HK,1000
1273.HK,4000
1277.HK,2000
1278.HK,2500
1280.HK,2000
1281.HK,1000
1282.HK,4000
1285.HK,1000
1288.HK,1000
1289.HK,500
1290.HK,2000
1292.HK,1000
1293.HK,500
1296.HK,1000
1297.HK,1000
1298.HK,1000
1299.HK,200
1300.HK,2000
1301.HK,2000
1302.HK,2000
1303.HK,2000
1305.HK,1000
1308.HK,1000
1310.HK,500
1312.HK,6000
1313.HK,2000
1314.HK,2000
1315.HK,2000
1316.HK,1000
1317.HK,2000
1318.HK,2000
1319.HK,8000
1321.HK,2000
1322.HK,500
1323.HK,2000
1326.HK,8000
1327.HK,2000
1328.HK,10000
1329.HK,2000
1330.HK,1000
1332.HK,10000
1333.HK,400
1335.HK,2000
1336.HK,100
1338.HK,2000
1339.HK,1000
1340.HK,4000
1341.HK,8000
1345.HK,1000
1347.HK,1000
1348.HK,2000
1349.HK,1000
1353.HK,1000
1355.HK,2000
1357.HK,500
1358.HK,1000
1359.HK,1000
1360.HK,5000
1361.HK,1000
1362.HK,4000
1363.HK,2000
1365.HK,1000
1366.HK,2000
1367.HK,4000
1368.HK,500
1369.HK,2000
1370.HK,1000
1371.HK,20000
1372.HK,2000
1373.HK,1000
1375.HK,1000
1378.HK,500
1380.HK,20000
1381.HK,1000
1382.HK,1000
1383.HK,10000
1385.HK,2000
1386.HK,1000
1387.HK,2000
1388.HK,1000
1389.HK,4000
1393.HK,1000
1395.HK,5000
1396.HK,2000
1397.HK,4000
1398.HK,1000
1399.HK,2000
1400.HK,5000
1415.HK,1000
1418.HK,2000
1419.HK,2000
1420.HK,4000
1421.HK,5000
1428.HK,2000
1430.HK,2000
1431.HK,1000
1432.HK,1000
1439.HK,5000
1443.HK,2000
1446.HK,2000
1447.HK,2000
1448.HK,1000
1450.HK,2000
1452.HK,1000
1456.HK,500
1458.HK,500
1459.HK,2000
1460.HK,4000
1461.HK,1000
1462.HK,2000
1466.HK,2000
1468.HK,10000
1469.HK,4000
1470.HK,4000
1476.HK,1000
1478.HK,1000
1480.HK,2000
1483.HK,2000
1486.HK,2000
1488.HK,2000
1492.HK,2000
1495.HK,2000
1496.HK,4000
1498.HK,500
1499.HK,10000
1500.HK,5000
1508.HK,1000
1509.HK,1000
1513.HK,100
1515.HK,500
1518.HK,500
1520.HK,6000
1522.HK,4000
1523.HK,8000
1526.HK,1000
1527.HK,200
1528.HK,200
1530.HK,500
1532.HK,3000
1533.HK,500
1536.HK,2000
1538.HK,2000
1539.HK,2000
1543.HK,2000
1547.HK,8000
1548.HK,2000
1549.HK,8000
1551.HK,1000
1552.HK,5000
1555.HK,2000
1556.HK,5000
1557.HK,4000
1558.HK,200
1559.HK,10000
1560.HK,2000
1561.HK,4000
1565.HK,1000
1566.HK,1000
1568.HK,2000
1569.HK,2000
1570.HK,1000
1571.HK,1000
1572.HK,4000
1573.HK,2000
1575.HK,2000
1577.HK,2000
1578.HK,500
1579.HK,1000
1580.HK,5000
1581.HK,5000
1583.HK,1000
1585.HK,2000
1586.HK,4000
1588.HK,200
1589.HK,1000
1591.HK,20000
1596.HK,1000
1599.HK,1000
1600.HK,1500
1606.HK,2000
1608.HK,1000
1609.HK,10000
1610.HK,1000
1611.HK,2000
1612.HK,2000
1613.HK,8000
1616.HK,2000
1617.HK,4000
1618.HK,1000
1619.HK,2000
1622.HK,2000
1623.HK,1000
1626.HK,2000
1627.HK,4000
1628.HK,1000
1629.HK,4000
1630.HK,6000
1631.HK,5000
1632.HK,2000
1633.HK,3000
1635.HK,1000
1636.HK,4000
1637.HK,2000
1638.HK,1000
1639.HK,10000
1647.HK,5000
1649.HK,2000
1655.HK,5000
1656.HK,2000
1658.HK,1000
1660.HK,8000
1661.HK,1000
1662.HK,4000
1663.HK,2000
1666.HK,1000
1667.HK,10000
1668.HK,2000
1669.HK,2000
1673.HK,2000
1676.HK,4000
1678.HK,2000
1679.HK,2500
1680.HK,1000
1681.HK,1000
1682.HK,4000
1683.HK,4000
1685.HK,1000
1689.HK,2000
1693.HK,4000
1695.HK,5000
1696.HK,400
1698.HK,1000
1699.HK,4000
1700.HK,1000
1702.HK,4000
1708.HK,1000
1717.HK,1000
1718.HK,5000
1728.HK,500
1733.HK,12000
1738.HK,2500
1766.HK,1000
1771.HK,1000
1776.HK,200
1777.HK,1500
1778.HK,1000
1786.HK,500
1788.HK,1000
1798.HK,1000
1799.HK,400
1800.HK,1000
1803.HK,2500
1808.HK,2000
1811.HK,2000
1812.HK,500
1813.HK,500
1816.HK,1000
1818.HK,500
1819.HK,600
1822.HK,30000
1823.HK,2000
1826.HK,10000
1828.HK,1000
1829.HK,1000
1830.HK,4000
1831.HK,1000
1836.HK,500
1838.HK,1000
1848.HK,500
1856.HK,1000
1858.HK,200
1862.HK,1000
1863.HK,1000
1866.HK,1000
1868.HK,2000
1878.HK,50
1882.HK,1000
1883.HK,1000
1884.HK,4000
1885.HK,4000
1886.HK,500
1888.HK,500
1889.HK,2500
1893.HK,1000
1898.HK,1000
1899.HK,1000
1900.HK,1000
1908.HK,4000
1910.HK,300
1913.HK,100
1918.HK,1000
1919.HK,500
1928.HK,400
1929.HK,200
1932.HK,4000
1938.HK,1000
1958.HK,500
1962.HK,2000
1963.HK,500
1966.HK,1000
1970.HK,100
1972.HK,200
1979.HK,4000
1980.HK,1000
1982.HK,2000
1985.HK,2000
1986.HK,500
1988.HK,500
1989.HK,8000
1991.HK,2000
1993.HK,500
1997.HK,1000
1998.HK,2000
1999.HK,400
2000.HK,2000
2001.HK,1000
2002.HK,500
2005.HK,2000
2006.HK,2000
2007.HK,1000
2008.HK,2000
2009.HK,1000
2010.HK,1000
2011.HK,2000
2012.HK,500
2014.HK,1000
2016.HK,1000
2017.HK,2000
2018.HK,500
2020.HK,1000
2023.HK,4000
2028.HK,2000
2030.HK,1000
2031.HK,5000
2033.HK,2000
2038.HK,1000
2039.HK,100
2066.HK,500
2068.HK,1000
2078.HK,1000
2080.HK,2000
2083.HK,1000
2086.HK,1000
2088.HK,2000
2098.HK,1000
2099.HK,100
2100.HK,2000
2111.HK,2000
2112.HK,2000
2113.HK,5000
2118.HK,2000
2120.HK,100
2121.HK,1000
2123.HK,4000
2128.HK,1000
2133.HK,1000
2136.HK,500
2138.HK,1000
2166.HK,2000
2178.HK,1000
2183.HK,2000
2186.HK,500
2188.HK,2000
2193.HK,4000
2196.HK,500
2198.HK,1000
2199.HK,1000
2200.HK,2000
2202.HK,100
2203.HK,10000
2208.HK,200
2211.HK,1000
2212.HK,20000
2213.HK,2000
2218.HK,500
2221.HK,4000
2222.HK,1000
2223.HK,2000
2226.HK,500
2228.HK,3000
2229.HK,2000
2233.HK,2000
2236.HK,1000
2238.HK,2000
2239.HK,1000
2255.HK,1000
2266.HK,2000
2268.HK,1000
2269.HK,500
2277.HK,5000
2278.HK,1000
2280.HK,2000
2281.HK,1000
2282.HK,400
2283.HK,2000
2286.HK,1000
2288.HK,1000
2289.HK,500
2293.HK,8000
2298.HK,1000
2299.HK,2000
2300.HK,2000
2302.HK,1000
2303.HK,2000
2307.HK,2000
2308.HK,4000
2309.HK,20000
2310.HK,2000
2313.HK,1000
2314.HK,1000
2317.HK,4000
2318.HK,500
2319.HK,1000
2320.HK,2000
2322.HK,8000
2323.HK,2000
2326.HK,10000
2327.HK,6000
2328.HK,2000
2329.HK,1000
2330.HK,4000
2331.HK,500
2333.HK,500
2336.HK,10000
2338.HK,1000
2339.HK,2000
2340.HK,4000
2341.HK,2000
2342.HK,2000
2343.HK,1000
2345.HK,2000
2348.HK,1000
2349.HK,4000
2355.HK,2000
2356.HK,400
2357.HK,1000
2358.HK,10000
2362.HK,1000
2366.HK,5000
2368.HK,2000
2369.HK,4000
2371.HK,4000
2378.HK,500
2379.HK,5000
2380.HK,1000
2382.HK,1000
2383.HK,2000
2386.HK,500
2388.HK,500
2389.HK,6000
2393.HK,2500
2398.HK,2000
2399.HK,1000
2468.HK,1000
2488.HK,500
2588.HK,100
2600.HK,2000
2601.HK,200
2607.HK,100
2608.HK,1000
2611.HK,200
2623.HK,2000
2628.HK,1000
2633.HK,2000
2638.HK,500
2662.HK,2000
2666.HK,500
2668.HK,10000
2669.HK,5000
2678.HK,500
2686.HK,1000
2688.HK,1000
2689.HK,1000
2698.HK,500
2699.HK,2000
2700.HK,20000
2722.HK,2000
2727.HK,2000
2728.HK,4000
2738.HK,2000
2768.HK,2000
2777.HK,400
2788.HK,2000
2789.HK,2000
2799.HK,1000
2800.HK,500
2863.HK,3000
2866.HK,1000
2868.HK,2000
2869.HK,2000
2877.HK,1000
2878.HK,2000
2880.HK,2000
2882.HK,4000
2883.HK,2000
2886.HK,2000
2888.HK,50
2889.HK,2000
2898.HK,10000
2899.HK,2000
2979.HK,500
2988.HK,2500
2990.HK,9000
2992.HK,2000
3300.HK,2000
3301.HK,500
3303.HK,2000
3306.HK,500
3308.HK,1000
3311.HK,2000
3313.HK,1000
3315.HK,1000
